,date,category,connections
3113,2025-07-29,poker actions,"['call', 'check', 'fold', 'raise']"
3114,2025-07-29,irritate,"['bug', 'nettle', 'ruffle', 'steam']"
3115,2025-07-29,discount,"['deal', 'promotion', 'sale', 'special']"
3116,2025-07-30,anagrams of musical instruments,"['abut', 'bulge', 'groan', 'voila']"
3117,2025-07-30,starting with greek numerical prefixes,"['dioxide', 'monorail', 'tetracycline', 'triangle']"
3118,2025-07-30,means,"['instrument', 'medium', 'organ', 'vehicle']"
3119,2025-07-30,instruct,"['coach', 'direct', 'guide', 'train']"
3120,2025-07-31,last ___,"['laugh', 'resort', 'straw', 'supper']"
3121,2025-07-31,third ___,"['eye', 'party', 'rail', 'rock']"
3122,2025-07-31,second ___,"['coming', 'fiddle', 'guess', 'nature']"
3123,2025-07-31,first ___,"['aid', 'lady', 'nations', 'responder']"
3124,2025-08-01,hit the ___,"['hay', 'jackpot', 'road', 'roof']"
3125,2025-08-01,legends of classic hollywood,"['dean', 'gable', 'garland', 'temple']"
3126,2025-08-01,silent “w”,"['playwright', 'sword', 'wrap', 'wreath']"
3127,2025-08-01,aptitude,"['bent', 'faculty', 'flair', 'gift']"
3128,2025-08-02,contronyms (words that can mean opposite things),"['cleave', 'garnish', 'oversight', 'sanction']"
3129,2025-08-02,bowling results,"['foul', 'spare', 'split', 'strike']"
3130,2025-08-02,polite terms for sex,"['commerce', 'congress', 'intimacy', 'relations']"
3131,2025-08-02,attach with adhesive,"['adhere', 'affix', 'glue', 'stick']"
3132,2025-08-03,single animal in a creatively spelled band name,"['beetle', 'bird', 'gorilla', 'monkey']"
3133,2025-08-03,mania,"['bug', 'craze', 'fad', 'fever']"
3134,2025-08-03,sports,"['cricket', 'golf', 'polo', 'squash']"
3135,2025-08-03,emulate,"['copy', 'echo', 'mirror', 'parrot']"
3136,2025-08-04,words that sounds like two letters,"['decay', 'easy', 'geo', 'ziti']"
3137,2025-08-04,[letter] (is) for ___,"['apple', 'cookie', 'effort', 'vendetta']"
3138,2025-08-04,trees,"['beech', 'cedar', 'pine', 'yew']"
3139,2025-08-04,arthropods,"['aphid', 'beetle', 'mite', 'tick']"
3140,2025-08-05,___ code,"['dress', 'health', 'secret', 'zip']"
3141,2025-08-05,used to decorate a snowman,"['carrot', 'coal', 'pipe', 'scarf']"
3142,2025-08-05,make into smaller pieces while cooking,"['cube', 'grate', 'mince', 'slice']"
3143,2025-08-05,subterranean transit,"['metro', 'subway', 'tube', 'underground']"
3144,2025-08-06,muscle nicknames plus “s”,"['shammy', 'spec', 'squad', 'strap']"
3145,2025-08-06,boxing punches,"['cross', 'hook', 'jab', 'uppercut']"
3146,2025-08-06,tease,"['bait', 'needle', 'rag', 'rib']"
3147,2025-08-06,accessory with a pointy fastener,"['badge', 'brooch', 'button', 'pin']"
3148,2025-08-07,wimbledon winners,"['borg', 'graf', 'king', 'sinner']"
3149,2025-08-07,ones with pointy ears,"['batman', 'devil', 'elf', 'vulcan']"
3150,2025-08-07,perforate,"['bore', 'pierce', 'poke', 'punch']"
3151,2025-08-07,mouse actions,"['click', 'drag', 'hover', 'scroll']"
3152,2025-08-08,words after the letters “ms”,"['degree', 'marvel', 'pac-man', 'paint']"
3153,2025-08-08,things you might do during a boring class/meeting,"['doodle', 'doze', 'pass notes', 'space']"
3154,2025-08-08,bestow,"['confer', 'grant', 'present', 'vest']"
3155,2025-08-08,"make equal, as a score","['draw', 'even', 'square', 'tie']"
3156,2025-08-09,corn-y things,"['maze', 'muffin', 'silk', 'syrup']"
3157,2025-08-09,movies featuring supernatural romance,"['casper', 'ghost', 'let me in', 'twilight']"
3158,2025-08-09,kinds of jokes,"['dad', 'inside', 'knock-knock', 'practical']"
3159,2025-08-09,result,"['fruit', 'product', 'return', 'yield']"
3160,2025-08-10,"starting with math and science classes, for short","['biopic', 'calcium', 'chemise', 'triglyceride']"
3161,2025-08-10,kinds of fiction,"['fan', 'historical', 'pulp', 'science']"
3162,2025-08-10,amass,"['cluster', 'collect', 'concentrate', 'group']"
3163,2025-08-10,influence,"['juice', 'pull', 'sway', 'weight']"
3164,2025-08-11,dark ___,"['ages', 'chocolate', 'horse', 'matter']"
3165,2025-08-11,specs on consumer packaging,"['count', 'measure', 'weight', 'volume']"
3166,2025-08-11,abandon,"['desert', 'dump', 'maroon', 'strand']"
3167,2025-08-11,ordinary,"['normal', 'plain', 'standard', 'vanilla']"
3168,2025-08-12,things with holes,"['bowling ball', 'colander', 'golf course', 'sponge']"
3169,2025-08-12,landmarks in downtown nyc,"['bowling green', 'brooklyn bridge', 'city hall', 'wall street']"
3170,2025-08-12,places with lanes,"['bowling alley', 'highway', 'supermarket', 'swimming pool']"
3171,2025-08-12,groups of ten,"['bowling pins', 'commandments', 'decade', 'fingers']"
3172,2025-08-13,star___,"['board', 'fish', 'gate', 'struck']"
3173,2025-08-13,member of a girl group,"['bangle', 'chick', 'go-go', 'supreme']"
3174,2025-08-13,excerpt,"['clip', 'extract', 'passage', 'quote']"
3175,2025-08-13,captivate,"['charm', 'entrance', 'rivet', 'thrill']"
3176,2025-08-14,rhyming compound words,"['backpack', 'cookbook', 'hubbub', 'nitwit']"
3177,2025-08-14,components of a bride’s ensemble,"['bouquet', 'bustle', 'train', 'veil']"
3178,2025-08-14,used to hit a ball in sports,"['bat', 'mallet', 'racket', 'stick']"
3179,2025-08-14,derriere,"['backside', 'caboose', 'seat', 'tail']"
3180,2025-08-15,starts of culinary nuts,"['cash', 'haze', 'mac', 'pec']"
3181,2025-08-15,splendid,"['brilliant', 'capital', 'fine', 'grand']"
3182,2025-08-15,"handle, as a bill","['foot', 'pay', 'settle', 'take care of']"
3183,2025-08-15,poultry cuts,"['breast', 'tender', 'thigh', 'wing']"
3184,2025-08-16,kinds of soft/lightweight paper,"['crepe', 'rolling', 'tissue', 'toilet']"
3185,2025-08-16,trounce,"['cream', 'crush', 'rout', 'shellac']"
3186,2025-08-16,renovations,"['construction', 'repairs', 'upgrades', 'work']"
3187,2025-08-16,intrepidity,"['fortitude', 'grit', 'pluck', 'resolve']"
3188,2025-08-17,first amendment freedoms,"['assembly', 'petition', 'press', 'speech']"
3189,2025-08-17,words on a door,"['exit', 'open', 'push', 'welcome']"
3190,2025-08-17,needs for sending a letter,"['address', 'envelope', 'name', 'stamp']"
3191,2025-08-17,conveniently located,"['accessible', 'close', 'handy', 'nearby']"
3192,2025-08-18,"words before ""watch""","['digital', 'pocket', 'stop', 'wrist']"
3193,2025-08-18,hotel amenities,"['breakfast', 'parking', 'pool', 'wi-fi']"
3194,2025-08-18,opportunity,"['break', 'chance', 'opening', 'shot']"
3195,2025-08-18,indication,"['cue', 'nod', 'prompt', 'signal']"
3196,2025-08-19,starting with ways to move quickly,"['dartmouth', 'dashboard', 'flywheel', 'rushmore']"
3197,2025-08-19,___ rock,"['classic', 'little', 'plymouth', 'the']"
3198,2025-08-19,fortified wines,"['marsala', 'port', 'sherry', 'vermouth']"
3199,2025-08-19,quite the talker,"['blabbermouth', 'chatterbox', 'prattler', 'windbag']"
3200,2025-08-20,rods that curve at one end,"['candy cane', 'crochet hook', 'crook', 'crowbar']"
3201,2025-08-20,things that rotate about a vertical axis,"['barber pole', 'carousel', 'ceiling fan', 'lazy susan']"
3202,2025-08-20,pairs of rods,"['chopsticks', 'claves', 'knitting needles', 'ski poles']"
3203,2025-08-20,black-and-white things,"['domino', 'piano keys', 'yin-yang symbol', 'zebra']"
3204,2025-08-21,___ doodle,"['cheese', 'dipsy', 'google', 'yankee']"
3205,2025-08-21,things with antenna/e,"['insect', 'radio tower', 'satellite dish', 'teletubby']"
3206,2025-08-21,lands of the imagination,"['dream', 'fantasy', 'la-la', 'never never']"
3207,2025-08-21,blunder,"['boo-boo', 'flub', 'gaffe', 'no-no']"
3208,2025-08-22,proper nouns after gerunds in '90s movie titles,"['amy', 'john malkovich', 'las vegas', 'private ryan']"
3209,2025-08-22,kinds of poker,"['draw', 'omaha', 'strip', 'stud']"
3210,2025-08-22,actors whose last names are also verbs,"['chevy chase', 'christoph waltz', 'geoffrey rush', 'tom cruise']"
3211,2025-08-22,u.s. presidents,"['adams', 'ford', 'grant', 'washington']"
3212,2025-08-23,modern inventions,"['crypto', 'podcast', 'smartwatch', 'vape']"
3213,2025-08-23,skulduggery,"['chicanery', 'deceit', 'legerdemain', 'subterfuge']"
3214,2025-08-23,arena,"['bowl', 'coliseum', 'hippodrome', 'stadium']"
3215,2025-08-23,liquids you put into cars,"['brake fluid', 'coolant', 'fuel', 'oil']"
3216,2025-08-24,___ call,"['booty', 'close', 'cold', 'curtain']"
3217,2025-08-24,kinds of snakes,"['coral', 'garter', 'king', 'rattle']"
3218,2025-08-24,ripped,"['cleft', 'rent', 'split', 'torn']"
3219,2025-08-24,wine vessels,"['bottle', 'carafe', 'decanter', 'glass']"
3220,2025-08-25,"what ""down"" might mean","['feathers', 'guzzle', 'sad', 'willing']"
3221,2025-08-25,pipe-smoking accessories,"['filter', 'lighter', 'pipe cleaner', 'tamper']"
3222,2025-08-25,small spherical things,"['mothball', 'pea', 'pearl', 'pom-pom']"
3223,2025-08-25,predicament,"['fix', 'jam', 'mess', 'pickle']"
3224,2025-08-26,"words before ""stool""","['bar', 'foot', 'step', 'toad']"
3225,2025-08-26,pester,"['badger', 'bug', 'harry', 'ride']"
3226,2025-08-26,a real jerk,"['creep', 'heel', 'rat', 'skunk']"
3227,2025-08-26,distinguishing characteristics,"['mole', 'piercing', 'scar', 'tattoo']"
3228,2025-08-27,roulette options,"['black', 'even', 'odd', 'red']"
3229,2025-08-27,binary question options,"['false', 'no', 'true', 'yes']"
3230,2025-08-27,atm options,"['checking', 'deposit', 'savings', 'withdrawal']"
3231,2025-08-27,restaurant water options,"['bottled', 'sparkling', 'still', 'tap']"
3232,2025-08-28,ending with keyboard keys,"['cantab', 'cyberspace', 'icecaps', 'makeshift']"
3233,2025-08-28,associated with hardness,"['diamond', 'nails', 'rock', 'steel']"
3234,2025-08-28,used for tea,"['cup', 'kettle', 'teabag', 'water']"
3235,2025-08-28,places to get trapped,"['net', 'snare', 'tangle', 'web']"
3236,2025-08-29,___ split,"['7-10', 'banana', 'lickety', 'stock']"
3237,2025-08-29,places that sell gas,"['7-eleven', 'chevron', 'gulf', 'shell']"
3238,2025-08-29,increase,"['balloon', 'mount', 'mushroom', 'wax']"
3239,2025-08-29,famous person,"['figure', 'name', 'personality', 'star']"
3240,2025-08-30,contemporary composers,"['cage', 'eno', 'glass', 'reich']"
3241,2025-08-30,do exceptionally well,"['eat', 'rock', 'rule', 'slay']"
3242,2025-08-30,not be good,"['bite', 'blow', 'stink', 'suck']"
3243,2025-08-30,music genres,"['emo', 'funk', 'metal', 'pop']"
3244,2025-08-31,___sticks,"['chop', 'drum', 'fiddle', 'fish']"
3245,2025-08-31,heteronyms,"['axes', 'bass', 'coordinate', 'does']"
3246,2025-08-31,common components of board games,"['board', 'cards', 'dice', 'pieces']"
3247,2025-08-31,criticize harshly,"['bash', 'blast', 'flame', 'roast']"
3248,2025-09-01,"what ""cardinal"" might refer to","['bird', 'clergy member', 'm.l.b. player', 'n.f.l. player']"
3249,2025-09-01,famous poets,"['bishop', 'burns', 'lorde', 'pope']"
3250,2025-09-01,ones celebrated with holidays,"['mother', 'president', 'saint patrick', 'saint valentine']"
3251,2025-09-01,first appearance,"['debut', 'introduction', 'launch', 'premiere']"
3252,2025-09-02,starting with possessive determiners,"['herring', 'histamine', 'mystery', 'ouroboros']"
3253,2025-09-02,worn by earring magic ken,"['earring', 'mesh shirt', 'necklace', 'pleather vest']"
3254,2025-09-02,"in ""a visit from st. nicholas""","['christmas', 'house', 'mouse', 'stirring']"
3255,2025-09-02,curses,"['expletives', 'four-letter words', 'profanity', 'swearing']"
3256,2025-09-03,may___,"['day', 'flower', 'fly', 'pole']"
3257,2025-09-03,tv-related abbreviations in the '80s,"['alf', 'mtv', 'nes', 'vhs']"
3258,2025-09-03,join,"['bond', 'combine', 'fuse', 'wed']"
3259,2025-09-03,beginning,"['birth', 'dawn', 'genesis', 'start']"
3260,2025-09-04,things with cells,"['honeycomb', 'organism', 'solar panel', 'spreadsheet']"
3261,2025-09-04,french food words,"['cornichon', 'pain', 'pamplemousse', 'vinaigrette']"
3262,2025-09-04,"clean up, as a photograph","['airbrush', 'fix', 'photoshop', 'touch up']"
3263,2025-09-04,what you might see on a christmas tree,"['angel', 'candy cane', 'string lights', 'tinsel']"
3264,2025-09-05,chinese dynasties,"['han', 'ming', 'song', 'tang']"
3265,2025-09-05,male animals,"['billy', 'buck', 'jack', 'ram']"
3266,2025-09-05,available,"['free', 'single', 'solo', 'stag']"
3267,2025-09-05,piquancy,"['kick', 'punch', 'zest', 'zing']"
3268,2025-09-06,"""best ___ performance"" grammy award","['americana', 'choral', 'jazz', 'rap']"
3269,2025-09-06,predict,"['call', 'divine', 'forecast', 'read']"
3270,2025-09-06,apparition,"['shade', 'specter', 'spirit', 'wight']"
3271,2025-09-06,ruptured,"['blew', 'broke', 'burst', 'split']"
3272,2025-09-07,geometry adjectives,"['angular', 'areal', 'linear', 'volumetric']"
3273,2025-09-07,fonts,"['arial', 'georgia', 'impact', 'verdana']"
3274,2025-09-07,disney princesses,"['ariel', 'aurora', 'merida', 'tiana']"
3275,2025-09-07,gymnastics moves,"['aerial', 'arabesque', 'roundoff', 'split']"
3276,2025-09-08,cat___,"['fish', 'nap', 'tail', 'walk']"
3277,2025-09-08,fictional spies,"['archer', 'hunt', 'peel', 'powers']"
3278,2025-09-08,"increase, with ""up""","['crank', 'hike', 'jack', 'raise']"
3279,2025-09-08,nonsense,"['baloney', 'bull', 'bunk', 'rubbish']"
3280,2025-09-09,___dog,"['bull', 'lap', 'under', 'watch']"
3281,2025-09-09,swig,"['belt', 'gulp', 'shot', 'slug']"
3282,2025-09-09,things with shells,"['egg', 'hard taco', 'm&m', 'snail']"
3283,2025-09-09,finished,"['complete', 'done', 'over', 'through']"
3284,2025-09-10,king ___,"['cake', 'cobra', 'kong', 'tut']"
3285,2025-09-10,eddie murphy roles,"['akeem', 'dolittle', 'donkey', 'foley']"
3286,2025-09-10,move quickly,"['barrel', 'fly', 'race', 'zip']"
3287,2025-09-10,"""you should know better!""","['bad', 'shame', 'tsk', 'tut tut']"
3288,2025-09-11,on a baseball field,"['base', 'box', 'mound', 'plate']"
3289,2025-09-11,rude things to do,"['point', 'snicker', 'stare', 'whisper']"
3290,2025-09-11,behemoth,"['colossus', 'mammoth', 'whale', 'whopper']"
3291,2025-09-11,blemish,"['dent', 'ding', 'mar', 'scratch']"
3292,2025-09-12,bodies of water plus starting letter,"['driver', 'ebay', 'finlet', 'flake']"
3293,2025-09-12,kinds of camera lenses,"['fisheye', 'macro', 'telephoto', 'zoom']"
3294,2025-09-12,contact info,"['address', 'email', 'name', 'number']"
3295,2025-09-12,entreaty,"['appeal', 'bid', 'call', 'petition']"
3296,2025-09-13,buffalo ___,"['bill', 'nickel', 'soldier', 'wing']"
3297,2025-09-13,global currencies,"['dollar', 'pound', 'sterling', 'won']"
3298,2025-09-13,intimate and undisclosed,"['inner', 'personal', 'private', 'secret']"
3299,2025-09-13,important,"['critical', 'key', 'major', 'principal']"
3300,2025-09-14,streets with symbolic importance,"['downing', 'fleet', 'main', 'wall']"
3301,2025-09-14,surpass,"['beat', 'best', 'better', 'top']"
3302,2025-09-14,map features,"['compass', 'inset', 'key', 'scale']"
3303,2025-09-14,entryway,"['door', 'gate', 'hatch', 'portal']"
3304,2025-09-15,member of a classic backing band,"['banshee', 'heartbreaker', 'pip', 'wailer']"
3305,2025-09-15,romantic vibe,"['chemistry', 'connection', 'fireworks', 'spark']"
3306,2025-09-15,beachy area,"['bank', 'coast', 'shore', 'strand']"
3307,2025-09-15,flooring options,"['carpet', 'laminate', 'tile', 'wood']"
3308,2025-09-16,___ rabbit,"['roger', 'trix', 'velveteen', 'white']"
3309,2025-09-16,things with ink,"['pen', 'printer', 'squid', 'tattoo machine']"
3310,2025-09-16,one in a dozen,"['donut', 'juror', 'month', 'rose']"
3311,2025-09-16,keep tabs on,"['follow', 'monitor', 'track', 'watch']"
3312,2025-09-17,last words in long-running children’s show titles,"['kangaroo', 'neighborhood', 'rainbow', 'street']"
3313,2025-09-17,cram,"['jam', 'shoehorn', 'stuff', 'wedge']"
3314,2025-09-17,change one’s tune,"['about-face', 'backpedal', 'flip-flop', 'renege']"
3315,2025-09-17,they're blowin' in the wind,"['flag', 'pinwheel', 'vane', 'wind chime']"
3316,2025-09-18,homophones of genesis figures,"['able', 'cane', 'eave', 'noaa']"
3317,2025-09-18,orgs with stars in their logos,"['nasa', 'n.f.l.', 'paramount', 'subaru']"
3318,2025-09-18,furnish,"['equip', 'outfit', 'prepare', 'ready']"
3319,2025-09-18,into it,"['down', 'eager', 'game', 'willing']"
3320,2025-09-19,paper ___,"['clip', 'tiger', 'towel', 'trail']"
3321,2025-09-19,"things that can run, annoyingly","['dye', 'mascara', 'nose', 'stockings']"
3322,2025-09-19,exhibit nervousness,"['blush', 'fidget', 'pace', 'sweat']"
3323,2025-09-19,evaluate,"['grade', 'rank', 'rate', 'score']"
3324,2025-09-20,sky___,"['dive', 'lark', 'rocket', 'scraper']"
3325,2025-09-20,n.h.l. team member,"['duck', 'flyer', 'senator', 'star']"
3326,2025-09-20,bit of sports bar fare,"['chip', 'dip', 'fry', 'wing']"
3327,2025-09-20,car brands,"['dodge', 'ford', 'lincoln', 'ram']"
3328,2025-09-21,vegetables with first letter removed,"['ale', 'eek', 'hive', 'quash']"
3329,2025-09-21,restaurant seating options,"['bar', 'booth', 'counter', 'table']"
3330,2025-09-21,relax,"['chill', 'loaf', 'lounge', 'veg']"
3331,2025-09-21,touchscreen gestures,"['pinch', 'scroll', 'swipe', 'tap']"
3332,2025-09-22,words that sound like plural letters,"['ars', 'ayes', 'ease', 'owes']"
3333,2025-09-22,las vegas casino hotels,"['aria', 'encore', 'excalibur', 'luxor']"
3334,2025-09-22,black-and-white things,"['crossword', 'domino', 'orca', 'oreo']"
3335,2025-09-22,basic geometric calculations,"['area', 'length', 'perimeter', 'volume']"
3336,2025-09-23,title characters in '80s movies,"['ferris', 'heather', 'indiana', 'pee-wee']"
3337,2025-09-23,kinds of luggage,"['carry-on', 'duffel', 'hard-shell', 'roller']"
3338,2025-09-23,"""rubber baby buggy bumper""","['baby', 'buggy', 'bumper', 'rubber']"
3339,2025-09-23,cheerful,"['bouncy', 'bright', 'merry', 'sunny']"
3340,2025-09-24,sweet ___,"['potato', 'sixteen', 'talk', 'tooth']"
3341,2025-09-24,wrinkly things,"['brain', 'crepe paper', 'prune', 'shar pei']"
3342,2025-09-24,strew,"['litter', 'pepper', 'scatter', 'sprinkle']"
3343,2025-09-24,movie,"['feature', 'film', 'flick', 'picture']"
3344,2025-09-25,"named ""apollo""","['fictional boxer', 'greek/roman god', 'spacecraft', 'theater']"
3345,2025-09-25,"matt damon movies, with ""the""","['departed', 'good shepherd', 'martian', 'rainmaker']"
3346,2025-09-25,ice cream parlor orders,"['cone', 'cup', 'shake', 'split']"
3347,2025-09-25,"left-leaning, politically","['blue', 'left', 'liberal', 'progressive']"
3348,2025-09-26,dirty ___,"['blonde', 'pool', 'rice', 'word']"
